Atmid,Claim Registration Date,Date of Incidence,Issue,Location,Policy No,Security,State,Type of claim,Asset Loss,Cash Loss,Claim No.,Total Loss
DZEK9999699919936,11/11/2016,11/4/2016,Vandalism,MOWB-2 PURBANCHAL SCHOOL ITANAGAR,DEF0001682,Non Guarded,Arunachal Pradesh,Attempted Theft,26000,0,774292,26000
DZEK999932329914,11/11/2016,11/5/2016,Vandalism,PAPUNALLA NLG,DEF0001682,Non Guarded,Punjab,Attempted Theft,26000,0,774259,26000
DZEK999961829911,11/11/2016,10/30/2016,Vandalism,UPPER LAMKA,DEF0001682,Non Guarded,Manipur,Attempted Theft,51640,0,774297,51640
DEEK99999999699932,11/11/2016,11/7/2016,Vandalism,GAURIPUR BUS STAND,DEF0001682,Non Guarded,Assam,Attempted Theft,15610,0,774675,15610
143621991,11/11/2016,11/7/2016,Vandalism & Theft,CANARA BANK JAGIROAD,DEF0001682,Non Guarded,Assam,Theft & Cash Loss,133610,7290,774677,140900
M31I2365993,11/11/2016,11/5/2016,Vandalism,Katra Safed,DEF0001682,Non Guarded,Punjab,Attempted Theft,20290,0,774672,20290
IPSEN999961991,11/13/2016,11/10/2016,Vandalism,Bhagta Bhai Bhatinda ,DEF0001682,Non Guarded,Punjab,Attempted Theft,52690,0,772755,52690
DZEO999968979912,11/13/2016,11/6/2016,Vandalism,"Railway Road, Kathua ",DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,56460,0,772726,56460
DZEK99999913999929,11/13/2016,11/10/2016,Vandalism & Theft,DUNI_DARRANG,DEF0001682,Non Guarded,Assam,Theft & Cash Loss,133610,23330,772722,156940
DZEK9999991199914,11/18/2016,11/7/2016,Vandalism,"SANTINAGAR MORE,KOKRAJHAR",DEF0001682,Non Guarded,Assam,Attempted Theft,64290,0,775245,64290
DEEP999947339978,11/18/2016,11/14/2016,Vandalism,Muhlla Janta Nagar,DEF0001682,Non Guarded,Punjab,Attempted Theft,20290,0,775228,20290
DZEK99999913999933,11/19/2016,11/13/2016,Vandalism & Theft,SBI_DHULACHOWK ,DEF0001682,Non Guarded,Assam,Theft & Cash Loss,171520,18513,775725,190033
XXS993671U,11/19/2016,9/22/2016,Natural Calamity,Krishnai,DEF0001682,Non Guarded,Goa,Act of God,113150,0,775727,113150
DZEK9999999971123,11/19/2016,11/13/2016,Vandalism,NATUN NAGAR,DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,78450,0,775745,78450
DZEK9999699919935,11/19/2016,11/7/2016,Vandalism,E-EXTENSION VIP ROAD ITANAGAR,DEF0001682,Non Guarded,Arunachal Pradesh,Attempted Theft,26000,0,775742,26000
XXIN1662K,11/20/2016,9/22/2016,Natural Calamity,BOKO__ALLAHABAD,DEF0001682,Non Guarded,Assam,Act of God,46730,0,776759,46730
DZEK99992992499996,11/21/2016,11/15/2016,Vandalism,PURAN BAZAR - BILASIPARA,DEF0001682,Non Guarded,Assam,Attempted Theft,21380,0,777984,21380
P245829999,11/21/2016,11/19/2016,Vandalism,"Kharar Road, Landran",DEF0001682,Non Guarded,Punjab,Attempted Theft,133610,0,777982,133610
P3991749999,11/21/2016,11/18/2016,Vandalism,G.T Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,116650,0,777986,116650
DZEK99999914699499,11/24/2016,11/19/2016,Vandalism,NAGAON COLLEGE,DEF0001682,Non Guarded,Assam,Attempted Theft,19070,0,776972,19070
DI1115991,11/24/2016,11/20/2016,Vandalism,ABHIYAPURI,DEF0001682,Non Guarded,Assam,Attempted Theft,20290,0,777577,20290
DZEK9999699919925,11/25/2016,11/13/2016,Vandalism,CHANDRAN NAGAR ITANAGAR,DEF0001682,Non Guarded,Arunachal Pradesh,Attempted Theft,25080,0,777744,25080
NGOXX99291,11/25/2016,11/23/2016,Vandalism,ESI Hospital,DEF0001682,Non Guarded,Goa,Attempted Theft,144610,0,777729,144610
XXXXG99931,11/25/2016,11/22/2016,Vandalism,"Arjun Nagar, UP",DEF0001683,Guarded,Uttar Pradesh,Attempted Theft,22130,0,777742,22130
XXID29962XX,11/25/2016,11/24/2016,Vandalism,Bahu Plaza,DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,21020,0,777745,21020
NVIS99491,11/28/2016,11/25/2016,Vandalism,Satyam Junction,DEF0001682,Non Guarded,Andhra Pradesh,Attempted Theft,98430,0,779459,98430
DZEK999999999929968,7/4/2016,11/30/2016,Vandalism,Beltali,DEF0001682,Non Guarded,Tripura,Attempted Theft,46690,0,779742,46690
DZEP9999163499992,7/5/2016,7/5/2016,Vandalism,"Sukhanand, Moga ",DEF0001682,Non Guarded,Punjab,Attempted Theft,62740,0,779827,62740
XXEM999991,7/5/2016,11/27/2016,Vandalism,Jhusi,DEF0001683,Guarded,Uttar Pradesh,Attempted Theft,25150,0,779826,25150
DZEK99999999729944,7/5/2016,11/29/2016,Vandalism & Theft,DUNCAN BOSTI,DEF0001682,Non Guarded,Nagaland,Theft & Cash Loss,140190,20297,779825,160487
NGW89924,7/10/2016,7/6/2016,Vandalism,VISHNUPUR,DEF0001682,Non Guarded,Assam,Attempted Theft,49360,0,797777,49360
DZEK99999913999934,7/10/2016,7/7/2016,Vandalism,CHAPAICHOWK_DARRANG,DEF0001682,Non Guarded,Assam,Attempted Theft,41860,0,797775,41860
DZEK99999913999921,7/10/2016,7/7/2016,Vandalism,KALAIGAON,DEF0001682,Non Guarded,Assam,Attempted Theft,84370,0,797769,84370
DZEK9999119939917,7/10/2016,7/8/2016,Vandalism,Hajo Road-Nalbari,DEF0001682,Non Guarded,Assam,Attempted Theft,54450,0,797768,54450
DZEK99992993599992,7/10/2016,7/6/2016,Vandalism & Theft,BYRNIRHAT,DEF0001682,Non Guarded,Meghalaya,Theft & Cash Loss,140190,13029,797766,153219
DZEK99999999729992,7/10/2016,7/6/2016,Vandalism,KASHIRAM VILLAGE,DEF0001682,Non Guarded,Nagaland,Attempted Theft,51670,0,797765,51670
P1997119999,7/13/2016,7/9/2016,Vandalism,Jaintipur,DEF0001682,Non Guarded,Punjab,Attempted Theft,133610,0,792794,133610
DZEK9999299139912,7/16/2016,7/9/2016,Vandalism & Theft,CHAKCHAKA BAZAR,DEF0001682,Non Guarded,Assam,Theft & Cash Loss,133480,20198,794555,153678
DZEK9999991469938,7/16/2016,7/13/2016,Vandalism & Theft,"DHING GATE,Nagaon",DEF0001682,Non Guarded,Assam,Theft & Cash Loss,133610,20798,794559,154408
DZEP5991299899991,7/18/2016,7/7/2016,Vandalism,"Pholariwal, Jalandhar",DEF0001682,Non Guarded,Punjab,Attempted Theft,55910,0,794679,55910
NSRT99491,7/18/2016,7/13/2016,Vandalism,Dabhoi Char Rasta ,DEF0001682,Non Guarded,Gujarat,Attempted Theft,3930,0,794662,3930
XXS99Z283U,7/18/2016,7/13/2016,Vandalism,"Tingkhong, Assam",DEF0001682,Non Guarded,Assam,Attempted Theft,136930,0,794665,136930
DZEK99999913999942,7/18/2016,7/14/2016,Vandalism,BORICHOWKA_PATHORIGHAT,DEF0001682,Non Guarded,Assam,Attempted Theft,32320,0,794659,32320
DEEK99999999829916,7/18/2016,7/15/2016,Vandalism & Theft,DUBAPARA,DEF0001682,Non Guarded,Goa,Theft & Cash Loss,133610,18615,794656,152225
DEEK99999919949974,7/23/2016,7/18/2016,Vandalism,"Malow Ali, Rajotia",DEF0001682,Non Guarded,Assam,Attempted Theft,42810,0,795755,42810
P175159999,7/23/2016,7/19/2016,Vandalism & Theft,Opposite ITBP,DEF0001682,Non Guarded,Punjab,Theft & Cash Loss,84110,14838,795754,98948
PE24169999,7/23/2016,7/19/2016,Vandalism,Jamabandi,DEF0001682,Non Guarded,Punjab,Attempted Theft,22300,0,79555,22300
M31I3178991,7/23/2016,7/19/2016,Vandalism,Mehta Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,73780,0,795752,73780
DZEK99999999783996,7/27/2016,7/19/2016,Vandalism & Theft,"Palashbari, Assam",DEF0001682,Non Guarded,Assam,Theft & Cash Loss,133610,15241,796224,148851
DZEP9999997329936,7/29/2016,7/22/2016,Vandalism,Opp Verka Plant,DEF0001682,Non Guarded,Punjab,Attempted Theft,63860,0,79652,63860
NI1942991XX,7/29/2016,7/22/2016,Vandalism,Mandi Gobindgarh,DEF0001682,Non Guarded,Punjab,Attempted Theft,96750,0,79658,96750
JLU899997,7/29/2016,7/25/2016,Vandalism,"Kohli Tractor Rajpura, Patiala",DEF0001682,Non Guarded,Punjab,Attempted Theft,133610,0,797552,133610
O2239979999,7/29/2016,7/27/2016,Vandalism & Theft,Nawanshahr,DEF0001682,Non Guarded,Punjab,Theft & Cash Loss,130840,5392,797556,136232
XXRV999991,5/17/2017,5/10/2017,Vandalism,Balrampur,DEF0001218,Non Guarded,Uttar Pradesh,Attempted Theft,312492,0,7,312492
XXRJ899992,8/6/2017,7/24/2017,Vandalism,Marwadi education trust,DEF0001218,Non Guarded,Gujarat,Attempted Theft,390624,0,297297,390624
CLC999991,8/27/2017,8/20/2017,Fire Accident,Aishbagh,DEF0001218,Non Guarded,Uttar Pradesh,Fire Loss,859368,0,275737,859368
XXXXG999992,9/28/2017,9/26/2017,Fire Accident,Agra,DEF0001218,Non Guarded,Uttar Pradesh,Fire Loss,859368,0,555572,859368
XXTE999991,10/24/2017,10/21/2017,Vandalism,Bhitha,DEF0001218,Non Guarded,Bihar,Attempted Theft,312492,0,555272,312492
XXJE999991,12/5/2017,12/5/2017,Vandalism,Jehanabad,DEF0001218,Non Guarded,Bihar,Attempted Theft,351552,0,576767,351552
XXHY99914,12/9/2017,12/8/2017,Vandalism,Nigampally,DEF0001218,Non Guarded,Andhra Pradesh,Attempted Theft,390624,0,576775,390624
XXEO999993,12/12/2017,11/10/2017,Vandalism,Morar,DEF0001218,Non Guarded,Madhya Pradesh,Attempted Theft,0,0,576773,0
XXEH999993,12/12/2017,12/10/2017,Natural Calamity,Naugochia,DEF0001218,Non Guarded,Bihar,Act of God,546864,0,572278,546864
KEL9929929,2/23/2017,2/22/2017,Fire Accident,Mumbai,DEF0001218,Non Guarded,Maharashtra,Fire Loss,859368,0,533275,859368
NEXXN11991,4/6/2017,4/5/2017,Vandalism,Banglore,DEF0001217,Guarded,Karnataka,Attempted Theft,70308,0,522757,70308
NHYD19941,4/18/2017,4/7/2017,Vandalism,Hyderbad,DEF0001217,Guarded,Andhra Pradesh,Attempted Theft,62496,0,522265,62496
NEXXN1411,4/30/2017,4/28/2017,Vandalism,Banglore,DEF0001217,Guarded,Karnataka,Attempted Theft,62496,0,522629,62496
XXLC89913,5/7/2017,5/4/2017,Vandalism,Sitapur,DEF0001218,Non Guarded,Uttar Pradesh,Attempted Theft,93744,0,522629,93744
KEL9989934,5/18/2017,5/16/2017,Natural Calamity,Banglore,DEF0001218,Non Guarded,Karnataka,Act of God,101556,0,555937,101556
XXUK899991,5/31/2017,5/28/2017,Natural Calamity,Cuttack,DEF0001218,Non Guarded,Orissa,Act of God,0,0,522726,0
NEXXN1161,6/1/2017,6/1/2017,Vandalism,CHAMRAJPET,DEF0001217,Guarded,Karnataka,Attempted Theft,78120,0,58683,78120
NEXXN1441,6/4/2017,6/1/2017,Vandalism,KG NAGAR,DEF0001217,Guarded,Karnataka,Attempted Theft,70308,0,552562,70308
NEXXN1381,6/4/2017,6/3/2017,Vandalism,TRIVENI ROAD,DEF0001217,Guarded,Karnataka,Attempted Theft,62496,0,552796,62496
NEXXN1271,6/5/2017,6/4/2017,Vandalism,SHESHADRIPURAM,DEF0001217,Guarded,Karnataka,Attempted Theft,62496,0,555568,62496
XXKD89911,6/11/2017,6/8/2017,Vandalism,Tamluk,DEF0001218,Non Guarded,West Bengal,Attempted Theft,0,0,556275,0
NEXXN19951,6/11/2017,6/10/2017,Vandalism,GAYATHRINAGAR,DEF0001217,Guarded,Karnataka,Attempted Theft,0,0,556277,0
CET999991,6/17/2017,6/1/2017,Short Circuit,"Betnoti,",DEF0001218,Non Guarded,Orissa,Fire Loss,105744,0,556278,105744
NPUN14991,7/10/2017,7/8/2017,Vandalism,AMANORA PARK,DEF0001217,Guarded,Maharashtra,Attempted Theft,213288,0,575872,213288
XXDW999991,7/10/2017,7/7/2017,Short Circuit,Dwarka,DEF0001218,Non Guarded,Gujarat,Fire Loss,144996,0,588855,144996
XXPV999991,7/10/2017,7/10/2017,Vandalism,Pratapgarh,DEF0001218,Non Guarded,Uttar Pradesh,Attempted Theft,117180,0,598225,117180
NHYD1511,7/16/2017,7/15/2017,Vandalism,MOOSARAM BAGH,DEF0001217,Guarded,Andhra Pradesh,Attempted Theft,0,0,562679,0
XXEM999991,7/25/2017,7/25/2017,Short Circuit,Baramati,DEF0001218,Non Guarded,Maharashtra,Fire Loss,0,0,569522,0
NRXXN99321,8/14/2017,8/14/2017,Vandalism,Jamshedpur,DEF0001217,Guarded,Jharkhand,Attempted Theft,171864,0,577225,171864
XXKL89916,8/26/2017,8/26/2017,Vandalism,Gargoti,DEF0001218,Non Guarded,Maharashtra,Attempted Theft,664056,0,572277,664056
NMUM3441,9/5/2017,9/4/2017,Vandalism,Shahd,DEF0001217,Guarded,Assam,Attempted Theft,43740,0,576725,43740
NCHN99921,9/11/2017,9/10/2017,Vandalism,Virugam,DEF0001217,Guarded,Tamil Nadu,Attempted Theft,82404,0,577855,82404
XXZG999991,9/17/2017,8/30/2017,Vandalism,Fatehgarh,DEF0001218,Non Guarded,Uttar Pradesh,Attempted Theft,104676,0,577987,104676
NHYD1511,9/17/2017,9/16/2017,Vandalism,MOOSARAM BAGH,DEF0001217,Guarded,Andhra Pradesh,Attempted Theft,63276,0,578729,63276
XXPU89936,9/20/2017,9/19/2017,Vandalism,Chimbli phata,DEF0001218,Non Guarded,Maharashtra,Attempted Theft,390624,0,579776,390624
NCXXL19971,10/1/2017,9/28/2017,Vandalism,Krishnapur,DEF0001217,Guarded,West Bengal,Attempted Theft,234372,0,582755,234372
NPUN1471,10/1/2017,9/29/2017,Vandalism,Yeshwant Nagar,DEF0001217,Guarded,Maharashtra,Attempted Theft,328116,0,582758,328116
NSRT99521,10/1/2017,9/27/2017,Vandalism,Varacha Road,DEF0001217,Guarded,Gujarat,Attempted Theft,0,0,582775,0
NNXXS99691,10/5/2017,10/3/2017,Natural Calamity,Oopnagar ,DEF0001217,Guarded,Maharashtra,Act of God,29676,0,583673,29676
XXID999991,10/25/2017,10/24/2017,Fire Accident,Dibai,DEF0001218,Non Guarded,Uttar Pradesh,Fire Loss,124999,0,588757,124999
XXCE89916,10/25/2017,10/25/2017,Vandalism,Koyambedu,DEF0001218,Non Guarded,Tamil Nadu,Attempted Theft,27708,0,588753,27708
NPUN19931,10/25/2017,10/25/2017,Vandalism,Shukrwar Peth,DEF0001217,Guarded,Maharashtra,Attempted Theft,0,0,588227,0
NMUM3461,11/6/2017,11/4/2017,Vandalism,Kharghar,DEF0001217,Guarded,Maharashtra,Attempted Theft,0,0,597339,0
XXKL89912,11/11/2017,11/9/2017,Vandalism,Bhogwati Factory,DEF0001218,Non Guarded,Maharashtra,Attempted Theft,39060,0,597858,39060
XXLC89913,11/20/2017,11/17/2017,Vandalism,Sitapur,DEF0001218,Non Guarded,Uttar Pradesh,Attempted Theft,39060,0,593275,39060
NMUM3111,11/23/2017,11/23/2017,Vandalism,Nadan Residency,DEF0001217,Guarded,Maharashtra,Attempted Theft,0,0,592527,0
WTVM997991,11/28/2017,11/2/2017,Vandalism,Nalanchira,DEF0001217,Guarded,Kerela,Attempted Theft,23436,0,592889,23436
NMUM2631,12/3/2017,12/1/2017,Vandalism,Yerala,DEF0001217,Guarded,Maharashtra,Attempted Theft,546864,0,595825,546864
NSIL99241,12/17/2017,12/11/2017,Vandalism,Siliguri,DEF0001217,Guarded,West Bengal,Attempted Theft,0,0,598269,0
WNXXS99721,12/17/2017,12/13/2017,Vandalism,Gandhi Chaman,DEF0001217,Guarded,Maharashtra,Attempted Theft,0,0,55228,0
NPXXT99521,12/24/2017,12/22/2017,Vandalism,Phulbari site,DEF0001217,Guarded,Bihar,Attempted Theft,64056,0,657556,64056
NPXXT99531,12/24/2017,12/22/2017,Vandalism,Ajay Market,DEF0001217,Guarded,Bihar,Attempted Theft,64056,0,657555,64056
NVIJ995991,12/28/2017,12/26/2017,Vandalism,Vijay Wada,DEF0001217,Guarded,Andhra Pradesh,Attempted Theft,0,0,65757,0
DZEO9999997229972,1/9/2017,1/8/2017,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,312492,4440,975277,316932
DZEK99999999929957,1/9/2017,1/4/2017,Vandalism,IMPHAL,DEF0001382,Non Guarded,Manipur,Attempted Theft,234372,0,975279,234372
DZEK99999999992121,1/9/2017,1/7/2017,Vandalism,AGARTALA,DEF0001382,Non Guarded,Assam,Attempted Theft,125868,0,975227,125868
DZEK9999991459922,1/19/2017,1/14/2017,Vandalism,ASSAM,DEF0001382,Non Guarded,Assam,Attempted Theft,156240,0,977756,156240
KEL1T99599,1/25/2017,1/24/2017,Vandalism,Tumakuru,DEF0001382,Non Guarded,Karnataka,Attempted Theft,390624,0,978788,390624
XXS99Z9983U,1/25/2017,1/7/2017,Vandalism,SONITPUR,DEF0001382,Non Guarded,Assam,Attempted Theft,216874,0,978225,216874
DZEO9999997229916,1/31/2017,1/24/2017,Vandalism,BUDGAM,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,421872,602,975925,422474
XXSU999993,1/27/2017,1/24/2017,Fire accident,Surat,DEF0001382,Non Guarded,Gujarat,Fire Loss,124999,0,978257,124999
DZNK9999991819997,2/3/2017,1/21/2017,Vandalism,MADANRITING,DEF0001382,Non Guarded,Meghalaya,Attempted Theft,156240,0,979685,156240
DZEK9999991969991,1/30/2017,1/26/2017,Vandalism,TINSUKIA,DEF0001382,Non Guarded,Assam,Attempted Theft,156240,0,978862,156240
DI11991991,2/2/2017,1/27/2017,Vandalism,BRAHAMPUR,DEF0001382,Non Guarded,Punjab,Attempted Theft,124608,0,979325,124608
DZEO9999997229985,2/2/2017,1/30/2017,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,312492,0,979322,312492
DZEO999968979929,2/6/2017,2/4/2017,Vandalism,Samba,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,546864,0,97579,546864
NHYD19931,2/7/2017,2/3/2017,Vandalism,Hyderabad,DEF0001382,Non Guarded,Andhra Pradesh,Attempted Theft,214068,0,985752,214068
DZEK9999699919917,2/8/2017,2/3/2017,Vandalism,Arunachal pradesh,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,235464,0,985279,235464
DEEK9999399399253,2/2/2017,1/30/2017,Vandalism,GUWAHATI,DEF0001382,Non Guarded,Assam,Attempted Theft,84756,0,979255,84756
DENK99999919949941,2/8/2017,1/31/2017,Vandalism,ASSAM,DEF0001382,Non Guarded,Assam,Attempted Theft,546864,0,985362,546864
DZEK9999991959943,2/10/2017,2/7/2017,Vandalism,ASSAM,DEF0001382,Non Guarded,Assam,Attempted Theft,546864,32569,985872,579433
DZNK99992992699997,2/13/2017,2/7/2017,Vandalism,ASSAM,DEF0001382,Non Guarded,Assam,Attempted Theft,546864,30010,985987,576874
NMUM2951,2/13/2017,2/6/2017,Vandalism,THANE,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,187500,0,987755,187500
WE99Z267U,2/21/2017,2/19/2017,Fire accident,24 pgs,DEF0001382,Non Guarded,West Bengal,Fire Loss,781248,0,982576,781248
DZEK9999299139924,2/21/2017,2/16/2017,Vandalism,Assam,DEF0001382,Non Guarded,Assam,Attempted Theft,187500,0,98225,187500
DZNK99999919949925,2/22/2017,2/18/2017,Vandalism,JORHAT,DEF0001382,Non Guarded,Assam,Attempted Theft,515616,26063,982793,541679
DZEO9999997229922,3/2/2017,2/22/2017,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,234372,0,982553,234372
DZEK9999991959948,3/2/2017,2/23/2017,Vandalism,ASSAM,DEF0001382,Non Guarded,Assam,Attempted Theft,249708,0,982525,249708
DZEO99999972299996,3/3/2017,2/26/2017,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,273432,2941,982773,276373
DZEO9999997229943,3/3/2017,2/14/2017,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,515616,0,982772,515616
DZEO99993799499994,3/7/2017,3/2/2017,Vandalism,REASI,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,343740,0,982987,343740
NPUN1261,3/7/2017,3/7/2017,Vandalism,TALEGAON,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,343740,0,982986,343740
DZEO9999996579949,3/7/2017,3/4/2017,Vandalism,Jammu,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,132804,0,985525,132804
DZEO9999997229915,3/8/2017,3/7/2017,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,234372,1401,985255,235773
MZ14392U,3/9/2017,2/26/2017,Vandalism,MIZORAM,DEF0001382,Non Guarded,Mizoram,Attempted Theft,234372,0,985398,234372
MH99Z9996U,3/10/2017,3/7/2017,Vandalism,PUNE,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,171864,0,985267,171864
DZEK99999999992118,3/16/2017,3/8/2017,Vandalism,TRIPURA,DEF0001382,Non Guarded,Tripura,Attempted Theft,195312,0,98635,195312
DZEO9999997229961,3/16/2017,3/15/2017,Vandalism,Shrinagar,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,234372,2772,986377,237144
NSXXL99271,1/8/2017,1/1/2017,Vandalism,Dharamapuri,DEF0001782,Non Guarded,Tamil Nadu,Attempted Theft,15624,0,695976,15624
DZEP99999973299599,1/8/2017,1/3/2017,Vandalism,"Putligarh Chowk,",DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,752533,235236
NPUN999991,1/8/2017,1/5/2017,Vandalism,Singhad Road,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,31200,0,752537,31200
NMUM2741,1/8/2017,1/4/2017,Vandalism,Ulhasnagar Station Road,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,114348,0,752539,114348
NI23996991,1/8/2017,1/5/2017,Vandalism,"Mudki Road,",DEF0001782,Non Guarded,Punjab,Attempted Theft,89544,126,752552,89670
P2993969999,1/9/2017,1/6/2017,Vandalism,Batala Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,89316,0,752566,89316
M15I2457991,1/9/2017,1/2/2017,Vandalism,PWD OFFICE,DEF0001782,Non Guarded,Assam,Attempted Theft,47736,0,752553,47736
O224719999,1/9/2017,1/7/2017,Vandalism,Adda Dheriwal,DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,752568,235236
DEEO9999996579944,1/13/2017,1/9/2017,Vandalism,BSNL Exchange,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,21696,0,752555,21696
P134489999,1/20/2017,1/13/2017,Vandalism,Saido Ke Bathinda,DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,752556,235236
DZEK9999153999599,1/20/2017,1/15/2017,Vandalism,CHALTLANG RUAMVENG,DEF0001782,Non Guarded,Mizoram,Attempted Theft,13692,0,752558,13692
DZEK9999999978257,1/20/2017,1/15/2017,Vandalism,DON BOSCO KHARGULI,DEF0001782,Non Guarded,Assam,Attempted Theft,0,0,752559,0
XXOG999991,1/20/2017,1/14/2017,Vandalism,Post Singot,DEF0001783,Guarded,Madhya Pradesh,Attempted Theft,80292,0,752557,80292
P166529999,1/20/2017,1/15/2017,Vandalism & Theft,Railway Colony,DEF0001782,Non Guarded,Punjab,Theft & Cash Loss,235236,14186,752577,249422
DZEP59999991399995,1/20/2017,1/15/2017,Vandalism,Sauja Nabha ,DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,752562,235236
DZEK999915399943,1/20/2017,1/17/2017,Vandalism,CHANMARI WEST,DEF0001782,Non Guarded,Mizoram,Attempted Theft,13692,0,752562,13692
M31I4399911,1/20/2017,1/16/2017,Vandalism & Theft,Jeon Singh Wala,DEF0001782,Non Guarded,Punjab,Theft & Cash Loss,598956,7100,756332,606056
DEEO9999997229919,1/22/2017,1/9/2017,Vandalism,Mafgam Budgam,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,14100,0,752569,14100
XXND89941,1/22/2017,1/18/2017,Fire Accident,CGO Complex,DEF0001783,Guarded,New Delhi,Fire Loss,487488,0,752567,487488
O814539999,1/22/2017,1/19/2017,Vandalism,"Daba Lohara Road,",DEF0001782,Non Guarded,Punjab,Attempted Theft,78768,0,752565,78768
DZEK9999119939934,1/24/2017,1/22/2017,Vandalism,NALBARI,DEF0001782,Non Guarded,Assam,Attempted Theft,162396,0,752575,162396
P234549999,2/5/2017,1/26/2017,Vandalism," Chunta District, Ludhiana",DEF0001782,Non Guarded,Punjab,Attempted Theft,247392,0,752638,247392
IPSEN99662991,2/5/2017,1/27/2017,Vandalism,Majitha Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,752636,235236
DEEP59999992899994,2/5/2017,1/25/2017,Vandalism,GHANOURIKALAN,DEF0001782,Non Guarded,Punjab,Attempted Theft,8676,0,752635,8676
DZEP9999996289938,2/5/2017,1/25/2017,Vandalism,Mundi Kharar,DEF0001782,Non Guarded,Punjab,Attempted Theft,30372,0,752632,30372
M31I1613991,2/5/2017,1/30/2017,Vandalism,DHAND DA KANDA,DEF0001782,Non Guarded,Punjab,Attempted Theft,35796,0,752629,35796
DI1316991,2/7/2017,2/1/2017,Vandalism,Anandpur,DEF0001782,Non Guarded,Punjab,Attempted Theft,54444,0,753686,54444
DZEK99999999729928,2/7/2017,2/2/2017,Vandalism,SBI LHOMITHI COLONY,DEF0001782,Non Guarded,Nagaland,Attempted Theft,0,0,753659,0
DZEK99999999729959,2/7/2017,2/2/2017,Vandalism,"SBI LHOMITHI COLONY, 2nd CD",DEF0001782,Non Guarded,Nagaland,Attempted Theft,112932,0,753697,112932
DZEO9999459699199,2/7/2017,2/4/2017,Vandalism,"Semina Colony, Kishtwar",DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,93036,6,753693,93042
DZEP99991559999992,2/7/2017,2/6/2017,Vandalism,Talwandi Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,0,0,752792,0
JXXS999199,2/14/2017,2/9/2017,Vandalism,GT Road Chhehrata ,DEF0001782,Non Guarded,Punjab,Attempted Theft,0,0,755525,0
DZEP59999995299992,2/14/2017,2/8/2017,Vandalism,Goniana Mandi ,DEF0001782,Non Guarded,Himachal Pradesh,Attempted Theft,0,0,755522,0
DZEK99999999729968,2/14/2017,2/2/2017,Vandalism,DUNCAN BASTI,DEF0001782,Non Guarded,Nagaland,Attempted Theft,44124,0,752559,44124
DZEK999915399921,2/14/2017,2/10/2017,Vandalism,VENG BAZAR,DEF0001782,Non Guarded,Mizoram,Attempted Theft,38628,0,755223,38628
P2992469999,2/14/2017,2/11/2017,Vandalism,"Opposite Telephone Exchange, Jaito",DEF0001782,Non Guarded,Punjab,Attempted Theft,96324,0,755238,96324
DZEK999999999299499,2/20/2017,2/12/2017,Vandalism,SANGAKPHAM BAZAR,DEF0001782,Non Guarded,Manipur,Attempted Theft,45888,0,757557,45888
DZEK9999991829942,2/20/2017,2/15/2017,Vandalism,"A.T. ROAD, MORAN",DEF0001782,Non Guarded,Assam,Attempted Theft,34512,0,757552,34512
DEEO9999689799996,2/20/2017,2/14/2017,Vandalism,Hatli Morh Bus Stand,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,0,0,757552,0
